,deme,interval,mean_Ne_log,mean_Ne_linear,upper_hpd_log_95,lower_hpd_log_95,upper_hpd_log_50,lower_hpd_log_50,upper_hpd_linear,lower_hpd_linear,diff_mean_Ne_log,diff_upper_hpd_log_95,diff_lower_hpd_log_95,diff_upper_hpd_log_50,diff_lower_hpd_log_50,diff_upper_hpd_linear,diff_lower_hpd_linear,diff_upper_hpd_linear_50,diff_lower_hpd_linear_50,days,date
0,0,11,4.444183314645423,27808.868256351103,8.548999808849059,1.3759229691070916,4.426535590352256,2.348983427383869,353997185.2746166,23.76418743407537,-0.1951814556713551,0.0017776391891732857,-0.4108285282995414,-0.11666689589816581,-0.22648713156901135,1.0017792201263567,0.6631006248445791,0.8898815669991148,0.7973296026279365,11,2022-02-23
0,0,12,4.63936477031678,43587.782016799494,8.772828221448368,1.3766576127709154,4.653742803743269,2.5139827980723317,592690848.3952717,23.804420466630884,-0.4268538938096855,-0.10636865922391081,-0.8837434320515962,-0.1868719274413695,-0.4215151316629715,0.8990931279959206,0.41323310264776936,0.829549972169762,0.6560520611597674,12,2022-02-22
0,0,13,5.066218664126465,116471.23060162923,9.603874905318888,1.607198770297208,5.155468666171584,2.8398345380878784,4016750952.287805,40.4761102607084,0.019887989841044913,0.3845278095522282,-0.26318958638258305,0.08582647747302641,-0.1327720945156976,1.4689205474062779,0.7685961681302796,1.0896172387632514,0.875664638142532,13,2022-02-21
0,0,14,5.046330674285421,111257.85284723612,9.460473803739282,1.6650701171362177,5.208517559970458,2.941194842361449,2887179621.804028,46.24556791527812,-0.15850911181297309,0.025717976201693027,-0.3697531321025451,-0.07691795827785741,-0.18732207767374742,1.026051536713216,0.6909048718189643,0.925965818320695,0.8291766340924361,14,2022-02-20
0,0,15,5.204839786098393,160265.40526998506,9.787950994572366,1.8037935455069594,5.295228499034353,2.976614804199979,6136927526.785758,63.64928736075383,-0.07130670923019994,0.14149243724636662,-0.28121830571395723,-0.009166343231743035,-0.1232506513958267,1.1519917919977536,0.7548635264704019,0.9908755396238093,0.884042048414629,15,2022-02-19
0,0,16,5.276146495328593,188862.8309909434,9.955788576205988,1.9531382230422105,5.352981125688347,3.035560546351676,9032096649.94898,89.7714464905006,-0.2854701147774037,0.001862957207380056,-0.5805535132048494,-0.17895534414826209,-0.3410458349194032,1.00186469359026,0.5595885411802657,0.8361432372517869,0.7110263176255602,16,2022-02-18
0,0,17,5.561616610105997,364432.08865848166,10.219100583857628,1.867547934735404,5.666172206449452,3.233415755119443,16561534889.912762,73.7136531413444,-0.06298137830938534,0.20710045579555203,-0.3442036994741935,0.03749450389248743,-0.1375052327117423,1.2301061368648265,0.7087845343065905,1.038206290972749,0.8715297895210626,17,2022-02-17
0,0,18,5.624597988415382,421306.333973956,10.370703804234344,2.054681401648137,5.7300314983374045,3.291715596947715,23480308801.136826,113.4178477286146,-0.10286191580333451,0.15409589314663386,-0.3967495481728669,0.020953955660122148,-0.15031114666597478,1.1666027506234946,0.6725024340060328,1.0211750312248125,0.8604402116670313,18,2022-02-16
0,0,19,5.727459904218716,533899.9795446062,10.45771106395626,2.079240571316815,6.0050357294123655,3.53723676814749,28688712873.968216,120.01639329730591,-0.6320587932996141,0.05218663778071697,-1.269093967753351,-0.36535026078499033,-0.7157973989393351,1.0535723605718168,0.2810861795849667,0.6939535435920645,0.4888021860091196,19,2022-02-15
0,0,20,6.359518697518331,2288330.2280820245,11.6719087055026,2.426894955010172,6.62137904720466,3.894460298376343,469795340972.5726,267.23599533481007,-0.08946675073123582,0.3522865385439218,-0.52094286297128,-0.03369906095424202,-0.30500678748918997,1.4223160136945578,0.5939602607383977,0.9668624275166003,0.737118371191672,20,2022-02-14
0,0,21,6.448985448249568,2811806.6146183508,11.816653644478567,2.4559047985254314,6.758316488643141,3.9988067064239896,655622190491.0454,285.69642010442675,-0.19139439602356423,0.041394882904437935,-0.4828870397177596,-0.08343037322311364,-0.2310905272534125,1.0422635963709113,0.6169995158766866,0.9199551379525042,0.7936676142337796,21,2022-02-13
0,0,22,6.640379844273131,4368977.863678121,12.12395885258415,2.551537762677167,6.9960911300100745,4.158188624259185,1330328369478.375,356.07194977889225,-0.18519319411614735,0.1506799957745919,-0.5726895057752408,-0.03141009026654995,-0.24446541493836893,1.1626245537777486,0.5640064982812198,0.9690780820890126,0.7831230722567317,22,2022-02-12
0,0,23,6.825573038389278,6692263.59134929,12.429443874464734,2.5992403034102067,7.0093120801423225,4.074011436558344,2688090428419.372,397.4113839340053,-0.180030377565632,0.15610016955415773,-0.5677520699078791,0.001351842362113942,-0.22493952953378304,1.168943289753682,0.5667981302759667,1.0013527565128828,0.7985645068673947,23,2022-02-11
0,0,24,7.00560341595491,10129859.363968534,12.631922955934545,2.6292126220342573,7.218424800899464,4.198203752174335,4284725024115.3867,425.8068287577445,-0.12799084011580228,0.21948354812378312,-0.511451623620097,0.008243058039131945,-0.2027914190194675,1.2454333580717303,0.5996245176257539,1.0082771255846326,0.8164485192993394,24,2022-02-10
0,0,25,7.133594256070712,13601733.332393229,12.887259752217284,2.6379519084276906,7.464004436439726,4.3796789136744465,7713646855633.291,434.46211137298855,0.024765410645884642,0.39882678879798483,-0.32930888730089336,0.10865823431206856,-0.07776426794860392,1.4900754984852136,0.7194207624855522,1.1147812912338013,0.925182496007248,25,2022-02-09
0,0,26,7.108828845424827,12847802.308735946,12.956473569294312,2.7709408728131657,7.517622247495735,4.425377670218908,9046353809043.531,590.1207324917076,-0.3161662488058162,0.28460558398592717,-1.2115735513481258,0.12707894876725057,-0.20214019512886594,1.3292376521006246,0.2977284196830203,1.1355066610939235,0.8169803832430101,26,2022-02-08
0,0,27,7.424995094230643,26606950.0454762,13.571602300480398,2.884262375086962,7.86213429080362,4.603196343212369,37290851527266.98,766.0592749276783,-0.3930468217404205,0.07084274567638804,-0.9795367727995394,-0.11227255103490741,-0.4265048703240728,1.0734124138523986,0.3754849934342631,0.8938006180163275,0.6527866862850984,27,2022-02-07
0,0,28,7.818041915971065,65772131.432406306,14.252935992712507,2.930188502458693,8.39967991075622,4.963686522181623,179034197000497.9,851.5075488544551,-0.27707994572301997,0.05426917506252327,-0.7348023284409013,-0.08051004598626221,-0.30251897441755116,1.05576875052997,0.4796002529352923,0.9226456346518283,0.7389544668953149,28,2022-02-06
0,0,29,8.095121861694086,124486386.77363853,14.75364646749199,2.9162329516066925,8.696249689727727,5.106612728409586,567082790138760.5,824.580293775462,-0.4781113327238628,0.03814767732972335,-1.1692874766286572,-0.11655240983318826,-0.47005810967634076,1.0388846412604609,0.31058816376857135,0.8899834518701043,0.6249659506583916,29,2022-02-05
0,0,30,8.573233194417947,374311520.88944036,15.728467542065815,3.0139656894303455,9.082823525161148,5.261234699262035,5351401574235901.0,1032.6798177285282,-0.23973633301897573,0.16003917650151323,-0.7555445740930686,-0.02919979115344251,-0.2761997149535489,1.1735568459427865,0.4697547288070346,0.9712224034371799,0.7586613996040448,30,2022-02-04
0,0,31,8.812969527436923,650084075.1584439,16.299370652000015,3.0309939167234212,9.446082462142755,5.467896223901942,1.9923730198154572e+16,1073.974368795556,-0.333858284538801,0.05403736583237162,-0.8931812923144804,-0.0764439362827587,-0.3374615115678363,1.0555240419526408,0.40935141260591973,0.9264048505325303,0.7135794387317965,31,2022-02-03
0,0,32,9.146827811975724,1402257630.6248507,16.941903855822794,3.015381751264595,9.534836591028798,5.345194949250177,8.747900926282496e+16,1036.0524719613122,-0.22272570210767453,0.4010192738418148,-0.9703628096541959,0.1713140294697677,-0.2766406018608638,1.4933460507381437,0.37894552806392634,1.1868634005912364,0.7583269894498205,32,2022-02-02
0,0,33,9.3695535140834,2341820018.1655087,17.662730276874903,3.0528252266867484,10.016914635039454,5.6367161392581036,4.599708151738018e+17,1129.3413418949426,0.12946954303086586,0.6582927271014292,-0.36651620878585334,0.2139221317982729,-0.08282028571341193,1.931491934028862,0.6931449013542298,1.238526209229775,0.9205165623332422,33,2022-02-01
0,0,34,9.240083971052533,1738136865.8831754,17.448724216969413,3.0813561274901033,9.849969726219719,5.492959626955839,2.8101158011190928e+17,1206.024491790084,-0.31137675170232476,0.1889432767481729,-1.0402260652038997,0.044791365309126974,-0.30977996245013895,1.2079724304151522,0.35337478718508825,1.0458096449739145,0.7336083598522681,34,2022-01-31
0,0,35,9.551460722754857,3560087914.2998047,18.086181246282983,3.0980901066170823,10.23136581811279,5.702531048609672,1.2194984321057208e+18,1253.401201332149,-0.33818314291425505,0.07690102115141517,-0.9187524078923737,-0.07739926591517143,-0.35008546440583466,1.079935180361766,0.3990165405685957,0.9255202511364914,0.7046278665433324,35,2022-01-30
0,0,36,9.889643865669113,7756108319.368484,18.744656674288837,3.007358346625938,10.429726464542318,5.6843711092872775,5.554649682329665e+18,1017.0875696905823,-0.44954960696507457,0.11406695137000078,-1.2415781561245431,-0.06231143610827683,-0.45279971714722755,1.1208271632862792,0.2889278846404701,0.939590218898631,0.6358454698189785,36,2022-01-29
0,0,37,10.339193472634186,21837025067.10358,19.74055290462208,2.9838204667033463,11.007663906723698,5.98011046322948,5.502409453463562e+19,963.4306680202972,-0.38706113792654284,0.05721223498278327,-1.0139782867814482,-0.11247271435382089,-0.4177311288624477,1.0588805180377605,0.36277289040549077,0.893621729822203,0.6585392668252967,37,2022-01-28
0,0,38,10.72625461056073,53242030583.70421,20.534072094803197,3.040654511012887,11.31888071505757,6.080680826160069,3.420362173247196e+20,1098.131908394202,-0.2082771625536229,0.17635475750429563,-0.5929188141815427,-0.10628595943534869,-0.2960705675160433,1.1928611600451435,0.5527116653879574,0.8991674858821519,0.7437349426408232,38,2022-01-27
0,0,39,10.934531773114353,86006598727.23807,20.78745223614776,3.2859258635892976,11.379793783642787,6.119461081259595,6.129883717764733e+20,1931.6385477514152,-0.20689464682019423,0.18042064311091188,-0.5586756422580912,-0.11389835819750616,-0.31019476071244156,1.1977210702909196,0.5719660501444608,0.8923486511984733,0.7333041234821117,39,2022-01-26
0,0,40,11.141426419934549,138492552592.3023,21.0363884500151,3.439468402863999,11.523023771257197,6.243522019165865,1.0873978000096074e+21,2750.859458670196,0.15231454379856887,0.9890971114626428,-0.38334760874236906,0.11367749159277452,-0.22627181152979237,2.6888056842203154,0.6815759363491191,1.1203907311808483,0.7975013021537557,40,2022-01-25
0,0,41,10.98911187613598,97524083161.58394,20.538763229155506,3.417096656738,11.703181892741055,6.576690454761412,3.457508282624142e+20,2612.7427826802596,-0.15344431987696922,0.38881386574369436,-0.6718816059552299,0.009936308920805104,-0.3250308709087406,1.4752299349492681,0.5107466491483684,1.0099858379476032,0.7225050489103607,41,2022-01-24
0,0,42,11.142556196012947,138853296905.8474,20.841924349824055,3.691054509094208,11.863681880174795,6.7380528707340135,6.949032611743129e+20,4909.694947642502,-0.07911237850724187,0.26935149148057747,-0.4275949676833637,-0.023414823792499817,-0.20196975663943384,1.3091152030287554,0.652075472958512,0.9768571761149325,0.8171196400124453,42,2022-01-23
0,0,43,11.22166857452019,166597536259.24545,20.858477060815428,3.8904378932423866,12.158299848461008,7.072368164461148,7.219000315859578e+20,7770.301907951751,0.040404357508107114,0.49983923869452695,-0.40348956613070897,0.10026688833371722,-0.14006926039580314,1.6484562414200865,0.6679849964307705,1.1054659146642685,0.869298025388436,43,2022-01-22
0,0,44,11.181264217012082,151797359463.76022,20.715115910232193,4.106698573563722,11.852089933673229,6.868453168989129,5.1893852159660255e+20,12784.93644825557,-0.020359162912146365,0.5452221857818351,-0.6525572481471542,0.23803655064281593,-0.14780830120374766,1.7249916084103445,0.52071248167545,1.2687555658089311,0.8625964577961371,44,2022-01-21
0,0,45,11.201623379924227,159082856253.14532,20.365317684832586,4.0484369234192945,12.126121010729815,7.209450586693163,2.3190904358741046e+20,11179.874371972148,-0.2742478999783462,0.2213137339305078,-0.8293807489931755,-0.014032484655620792,-0.3396724684836254,1.2477148196393564,0.43631939390468016,0.9860655117440135,0.712003488158158,45,2022-01-20
0,0,46,11.475871279902575,299137789376.9033,20.835709248417547,4.215049880045439,12.321509255255515,7.338876449939469,6.850294592018625e+20,16407.782107583633,-0.20922145802722833,0.2458828204601602,-0.6300881106657243,-0.06920334213749424,-0.3206383426584596,1.2787497214581798,0.5325448760560758,0.9331369147303941,0.7256856530815472,46,2022-01-19
0,0,47,11.685092737929802,484275767326.15576,21.066767796512494,4.3250635593701094,12.709548310546872,7.696076076645059,1.1661859277078853e+21,21137.983734063484,-0.22296663658803142,0.39310930652456477,-0.8180138882430903,0.058773110902569314,-0.3483908576492265,1.4815803268750822,0.44130727024064903,1.060534589704791,0.7058229459957369,47,2022-01-18
0,0,48,11.908059374517835,809206522188.6141,21.302286464269773,4.45489085873788,12.802789797849465,7.7070049579849,2.0057946300182244e+21,28503.018765538418,-0.18617357603107945,0.2551961420236335,-0.6134293766432819,-0.06798026676745472,-0.3258321864821667,1.2907147594513744,0.5414907057184283,0.9342789097382984,0.7219263262634915,48,2022-01-17
0,0,49,12.094232950548914,1242318494214.629,21.58324279711524,4.553194493249133,13.182009767825743,8.069885956338862,3.8303882554454143e+21,35743.28740718094,-0.023249549028974067,0.3691175203395112,-0.39153528481056554,0.05921363169776939,-0.1527337392639705,1.4464575818727066,0.6760181968998508,1.0610018801636105,0.8583582384838907,49,2022-01-16
0,0,50,12.11748249957789,1310637227587.6025,21.513339333661104,4.654710822676797,13.117951076430915,8.047296996244265,3.260913912459363e+21,45155.517380317826,0.08136619743145529,0.5969228623606853,-0.38004809589989996,0.18820920560615306,-0.11448216934502398,1.8165205078223272,0.6838285190734197,1.2070860180982843,0.8918278401508714,50,2022-01-15
0,0,51,12.036116302146432,1086716602566.1755,21.363439219275854,4.674968809077346,12.956061314350677,7.966066265580242,2.309081273939332e+21,47311.727857492115,0.08693365312720584,0.549624811387087,-0.334044923305548,0.1845769626143685,-0.08258781894115685,1.7326028430485154,0.7160216154468851,1.2027095413936246,0.9207305767219485,51,2022-01-14
0,0,52,11.949182649019228,889575163294.7753,21.09235434121222,4.63440317546528,12.804237458511246,7.864735570498803,1.2369562554290455e+21,43092.64736462556,-0.03147398652276861,0.5056474328518377,-0.5906945475552625,0.12195609507037375,-0.19921032257629356,1.6580586546755036,0.5539424117458478,1.1297045010948503,0.8193775416133229,52,2022-01-13
0,0,53,11.980656635541996,956437587974.5891,20.929781384486713,4.608268296934522,13.092360632497314,8.211735778648265,8.507096994548776e+20,40575.912649768834,-0.21736005469605335,0.3127671595559267,-0.8004689760589123,-0.04811618830909836,-0.37559474908328294,1.36720315377403,0.4491182889951303,0.9530230505077116,0.6868806356545721,53,2022-01-12
0,0,54,12.19801669023805,1577671899559.271,21.437945335055296,4.688000762174912,13.155386409268266,8.17762999109211,2.741229109821051e+21,48752.93457032747,-0.07645146798037884,0.4710555202439757,-0.6448598041795215,0.07459146550503704,-0.23490703301509264,1.6016839110873744,0.5247361027584854,1.0774438879648394,0.7906443500334838,54,2022-01-11
0,0,55,12.274468158218427,1881343764025.1487,21.247500463134823,4.379160325347968,13.308856615648955,8.344392740667125,1.7680741032205164e+21,23941.994425485926,0.2397191567609485,0.9563313081625822,-0.39878190208775166,0.3957211708722195,-0.042262115212486684,2.602132518218463,0.6711370589841158,1.485455071660175,0.958618479152604,55,2022-01-10
0,0,56,12.03474900145748,1083300644328.6537,20.757647533459437,4.558269956277248,13.046086165154648,8.261619690441286,5.723313473665156e+20,36163.45838701527,0.14881714965764792,0.608530443752354,-0.21985022368209073,0.2059586002053333,-0.03543798212523974,1.8377287676418148,0.8026390052749699,1.2287023349179624,0.9651825909469343,56,2022-01-09
0,0,57,11.885931851799832,769009760091.011,20.41730592735582,4.524079301855287,13.038385303195986,8.346135801425508,2.6140020711920514e+20,33425.60693681911,0.37613609429139805,1.1031126794018675,-0.1993048658787071,0.4546241231522057,0.03315909968696573,3.0135315981021,0.8193000786164768,1.575581047280821,1.0337149898902385,57,2022-01-08
0,0,58,11.509795757508433,323441511233.6225,19.417416067256003,4.236021520887119,12.782026837987228,8.29747025354597,2.6146650831567225e+19,17219.53902013933,0.15689328762739205,0.6371109123917762,-0.2508101545891215,0.22846816076908993,-0.010693126543721121,1.8910096870797388,0.778170089557107,1.2566735129767648,0.9893638416969038,58,2022-01-07
0,0,59,11.352902469881043,225373303134.00586,19.23476861238633,4.2955016290223265,12.499934758513119,8.052380228081178,1.7169933470985947e+19,19747.02286429714,0.3554422741663804,0.9162325246331093,-0.07676731220581878,0.39186856445203055,0.089314445454864,2.4998544861324072,0.9261053219416394,1.4797432077608559,1.0934244246158673,59,2022-01-06
0,0,60,10.99746019571466,99416895145.48051,18.524703596409903,4.2887444161938575,12.00575932050354,7.743153582364901,3.347369050874023e+18,19442.155672880806,0.27866471767212664,1.0291589696377468,-0.4982222116668744,0.6574674840345569,0.12028668895321992,2.798711043649613,0.607609901890982,1.9298986412189303,1.1278201388107385,60,2022-01-05
0,0,61,10.718795478042535,52335391589.70113,17.98913835765665,4.253403598677783,11.936744302767105,7.789186822947288,9.753002996696867e+17,17922.706738585977,0.47731780711805466,1.2844942748740387,-0.15304667420445028,0.548257131499744,0.01973312403554317,3.612840390971512,0.8580896702240084,1.73023481670745,1.0199291091377523,61,2022-01-04
0,0,62,10.241477670924478,17437237023.10615,17.262613484247364,4.124343722662392,11.606814356128076,7.620741980371931,1.8306844147174582e+17,13315.07823834379,0.4563992780699951,0.9064620672594401,0.018763638482860223,0.5094699415773078,0.2456338306091137,2.4755486971289358,1.0189407817636487,1.6644087272221566,1.2784313653908679,62,2022-01-03
0,0,63,9.785078392854484,6096469323.710153,16.337435963186785,3.9071151368773647,10.744247691926981,6.95907469212369,2.1748833233696316e+16,8074.490666820751,0.3970840901686109,0.8868372112366565,0.021414295874592426,0.4577348502377454,0.18013684665447194,2.4274400173455057,1.0216452273744931,1.580489880982627,1.1973812095232894,63,2022-01-02
0,0,64,9.387994302685874,2443398498.6369357,15.848345486765272,3.8775470038980417,10.41814652436799,6.771439053211931,7052538842741437.0,7543.050302215007,0.5245205794592251,1.014637910872878,-0.015963072993842253,0.6109491831791587,0.3233520444835687,2.75836444275853,0.984163661601881,1.842179134637276,1.3817517033565867,64,2022-01-01
0,0,65,8.86347372322665,730253627.9012278,14.92479672993135,3.8106350830176763,9.764630988516542,6.338560851711932,841001421631562.4,6465.990809953478,0.4753638843208296,1.1250967681009474,-0.014149662316233602,0.4792668142041041,0.08089136790130347,3.0805149300751484,0.9859499736635096,1.6148899536595744,1.0842531054785634,65,2021-12-31
0,0,66,8.388109838905818,244404860.72429502,14.084655672305507,3.3856132984205876,9.030149480583061,5.7770033568068495,121522213724316.9,2430.0393061779496,0.3770909805940721,0.7799857877497374,0.041208308890048784,0.43809079076210633,0.21811121640486064,2.1814412620887373,1.0420691552070829,1.549745603616878,1.2437253825931582,66,2021-12-30
0,0,67,8.011018858311747,102569646.39660808,13.4830987337488,3.2948587097047852,8.583136447331983,5.460098155731988,30415764277590.473,1971.7811464225401,0.5999435563741662,1.165400076311773,0.05303951578030697,0.677336636240784,0.34778158414453664,3.207205753611674,1.0544713125528167,1.9686275724594369,1.4159229559402262,67,2021-12-29
0,0,68,7.411075301937581,25767679.017873373,12.727560252669766,3.2773922816724306,7.854738789527995,4.955444273999533,5340233571796.776,1894.0536727935737,0.5801001279610166,1.0843838282553815,0.024494361204981274,0.6834796036780926,0.40156196871914407,2.957616857229649,1.024796812471745,1.9807580078217573,1.49415670193819,68,2021-12-28
0,0,69,6.830975173976565,6776027.719973547,11.610247718576641,2.9465491148106016,7.380489531890687,4.713581830795428,407612710987.2347,884.1971583144609,0.37408723471707395,0.7169743061004787,0.08748791414913804,0.42483959056515097,0.24890774650832226,2.0482265191209037,1.0914290735142311,1.5293450786066463,1.2826237010966917,69,2021-12-27
0,0,70,6.456887939259491,2863439.0231495076,10.956411017672526,2.751524642583625,6.755952265868719,4.2256588609361705,90450509526.25327,564.3189608232171,0.39237075649883296,0.7375288019650306,0.06677706242634462,0.4399313591343157,0.25779124750667215,2.0907624372512696,1.0690571186058144,1.5526006430014627,1.2940686503687684,70,2021-12-26
0,0,71,6.064517182760658,1160158.1166273889,10.482397462278934,2.7378403031085017,6.43254673324411,4.044202426376831,30366690441.8894,546.8148535240422,0.29971944239091997,0.6906664296225564,0.024349384128283802,0.28999972118607076,0.09505491505695307,1.9950446471646395,1.024648251194914,1.336427115410925,1.099719244612892,71,2021-12-25
0,0,72,5.764797740369738,581832.1837726053,9.713887690953028,2.4369236748813585,6.142407868603593,3.8656778654143786,5174729955.409863,273.4788058523215,0.37791766383038716,0.8052318521687791,0.04134123997051642,0.4153646175772163,0.2017231765011207,2.2372151418760744,1.0422076877932458,1.5149230075595117,1.2235092651118307,72,2021-12-24
0,0,73,5.3868800765393505,243713.77489155094,9.026834870971172,2.2546926154920937,5.749180285897348,3.620835975393164,1063738482.8040713,179.75981625639244,0.3687317216723389,0.6644976091638677,0.10608255845439452,0.41065854824914183,0.23109698012891222,1.943513872468228,1.111913670591354,1.507810424141488,1.2599814266854557,73,2021-12-23
0,0,74,5.0181483548670105,104267.35455410859,8.576533453108087,2.1125254206040474,5.339544072570833,3.312274445087766,377166796.53334665,129.57625403007867,0.39459509981000007,0.8065906659563371,0.08124876436893036,0.4083892295137148,0.19951122481153583,2.240257166961343,1.0846406829637614,1.5043926012280584,1.220805912670375,74,2021-12-22
0,0,75,4.623553255057011,42029.40627829308,7.782891173661632,1.8354160610711818,4.842673635122591,2.956300184664119,60658431.1490825,68.45671595414677,0.2750424774313598,0.6393777237006049,0.04378013979324846,0.24887464246008673,0.08961236754242652,1.8953011113104046,1.0447526301064407,1.2825812417626143,1.0937502284327076,75,2021-12-21
0,0,76,4.348510777625652,22310.57573612495,7.423144524399195,1.8438003022098575,4.659830515680348,2.885089446809989,26493816.52427039,69.79114158511335,0.17032205370026543,0.4075212823389114,-0.011754018166500124,0.18353991695707794,0.053593872857887526,1.5030874344098888,0.9883147904485993,1.2014629231984575,1.0550560282437027,76,2021-12-20
0,0,77,4.178188723925386,15072.619089240228,6.959160448059251,1.7314941614340507,4.446483211421885,2.759083503478022,9102494.979274193,53.88826006974196,0.1546249346512475,0.4054909395420214,-0.023118738996465105,0.1716985901434649,0.050337732449837524,1.5000387476512371,0.9771464514955853,1.1873199093521867,1.0516262047012734,77,2021-12-19
0,0,78,4.023563789274139,10557.565615965575,6.675816251360148,1.7260169652307595,4.28443142940888,2.682839029939936,4740413.773976721,53.21290458899439,0.11088560588609735,0.35951834753336964,-0.1052821391687373,0.15255524306532475,-0.013636606068717416,1.4326392141440332,0.9000705416045457,1.1648068078158453,0.9864559512436164,78,2021-12-18
0,0,79,3.912678183388041,8178.58522085356,6.459066679850721,1.7771854355860224,4.30529676140823,2.765863425173893,2877840.2329824213,59.866716012775726,0.10847756808764562,0.2803735405175871,-0.029681992627748954,0.11771071734784311,0.02427696346701902,1.3236241472536847,0.9707541914576888,1.124918644844661,1.0245740481779468,79,2021-12-17
0,0,80,3.804200615300395,6370.89746233865,6.221631610975869,1.7874925035837321,4.1408094497770565,2.675849780108469,1665833.5746209533,61.30452102015312,0.25267094889877784,0.5188495510831554,0.009432035536882544,0.29230719187261034,0.12860939557150086,1.680093675493759,1.0094766573652854,1.3395144423928353,1.1372458241433998,80,2021-12-16
0,0,81,3.551529666401618,3560.6531181808596,5.745125232203018,1.6652706075299668,3.7660895408798,2.4035084260567356,556064.5797151746,46.266921934221614,0.20206914154204053,0.4491676061572738,-0.019765988149106573,0.24689191860753512,0.08468623349277671,1.567007275258461,0.9804280782532303,1.2800407567141492,1.0883755173332041,81,2021-12-15
